-0.0052721,-0.034818,-0.033453,-0.018013,0.011848,-0.0037534,0.017703,-0.021635,0.00082456,-0.00025719
-0.0058578,-0.034676,-0.033505,-0.018204,0.011674,-0.0023333,0.016611,-0.02135,0.0010027,-0.0015549
-0.0038151,-0.035662,-0.033311,-0.015569,0.010814,-0.0020548,0.01864,-0.022729,-0.0036903,0.00048341
-0.0046525,-0.036097,-0.032474,-0.016137,0.010421,-0.0010635,0.016787,-0.023033,-0.0034898,-0.0019174
-0.0056459,-0.036314,-0.032722,-0.017692,0.0091266,-0.00076829,0.014946,-0.020615,0.00090042,-0.0036623
-0.0044236,-0.036371,-0.032829,-0.017709,0.0070732,-0.0021679,0.017778,-0.017646,0.002712,-0.0020429
-0.0067121,-0.034919,-0.035089,-0.019236,0.0069642,-0.0058599,0.014969,-0.014984,-0.00013026,0.00032472
-0.0091875,-0.032201,-0.035889,-0.021384,0.0055013,-0.0049403,0.0045706,-0.01016,0.0024139,0.0018296
-0.013842,-0.032057,-0.034721,-0.021329,0.0025215,-0.0033919,0.0034141,-0.006023,0.0052095,-0.0038165
-0.020665,-0.029443,-0.030817,-0.019611,-0.005001,-0.0041038,0.013538,0.0038665,0.0073139,-0.018792
-0.020205,-0.031401,-0.029593,-0.017701,-0.011793,-0.0032676,0.013279,0.0081364,0.0091045,-0.020619
-0.022255,-0.028319,-0.025125,-0.014569,-0.022239,-0.0094922,0.015115,0.0099815,0.009538,-0.021106
-0.02435,-0.024882,-0.024346,-0.011789,-0.024572,-0.0073803,0.0053742,0.0067056,0.0047267,-0.012392
-0.025121,-0.020745,-0.026272,-0.0081068,-0.028182,-0.0033855,-0.0039823,0.0070412,0.0012355,-0.0042426
-0.02576,-0.015948,-0.022351,-0.004435,-0.028032,-0.0033647,-0.0085376,0.011207,0.0028142,-0.0048259
-0.025774,-0.014191,-0.016054,-0.001231,-0.027415,-0.0045635,-0.004295,0.01626,0.0078211,-0.015788
-0.024972,-0.01663,-0.013827,-0.0020341,-0.025847,-0.004191,-0.0085191,0.011437,0.0099898,-0.015857
-0.024577,-0.016108,-0.013362,0.00041856,-0.023843,-0.0067072,-0.016847,0.0056322,0.009284,-0.016183
-0.023181,-0.0096087,-0.011615,-0.003025,-0.033611,0.0061961,-0.026942,-0.0056479,0.00403,-0.016005
-0.022634,-0.0073211,-0.011606,-0.0056139,-0.034595,0.015037,-0.027923,-0.0041643,0.00087412,-0.0092055
-0.024281,-0.0071284,-0.0091738,-0.0028314,-0.030145,0.011967,-0.021209,0.0067135,0.0014175,-0.00655
-0.021359,-0.0059883,-0.0018752,0.0073798,-0.030667,0.0044592,-0.017253,0.0016285,-0.0028962,0.0085516
-0.015214,-0.003262,0.001846,0.016027,-0.033636,0.018417,-0.022393,-0.010415,-0.006935,0.014365
-0.014027,-0.0014747,0.0011343,0.016845,-0.031983,0.032595,-0.019456,-0.016716,-0.0020614,0.008021
-0.011662,-0.0036596,0.0037054,0.014368,-0.042715,0.0317,-0.016958,-0.013793,0.0052059,0.020196
-0.015818,-0.00022242,0.0043827,0.01497,-0.04389,0.026997,-0.012835,-0.0097589,0.018562,0.016811
-0.013431,0.0034825,0.0043214,0.014994,-0.042042,0.039044,-0.010289,-0.0067704,0.023538,0.01338
-0.010199,-0.0016083,0.0025302,0.015717,-0.040634,0.048001,0.0019309,-0.019188,0.020516,0.012879
-0.0065051,-0.0061949,0.0011831,0.013562,-0.030638,0.047709,0.0073513,-0.0403,0.013245,0.01253
-0.010784,-0.0093172,-0.00049645,0.016041,-0.033327,0.045607,0.016856,-0.042831,0.014096,0.0048755
-0.013566,-0.0086525,-0.0027842,0.016105,-0.029519,0.046458,0.022434,-0.033711,0.016489,-0.0072794
-0.0090769,-0.011531,-0.0088329,0.01578,-0.023515,0.051182,0.018759,-0.0276,0.0074027,0.0031116
-0.0071835,-0.016311,-0.010993,0.018782,-0.02204,0.047541,0.030226,-0.011889,0.0012029,0.00061381
-0.0049309,-0.017182,-0.0062315,0.017161,-0.013993,0.045005,0.032962,-0.01914,-0.0011327,-0.0037865
-0.0020175,-0.017381,-0.012374,0.013843,-0.0092182,0.041923,0.029117,-0.02182,-0.013591,0.0027914
0.0029269,-0.016009,-0.018923,0.016781,-0.011618,0.033571,0.027586,-0.011945,-0.018144,-0.0075929
0.0054343,-0.017336,-0.026358,0.022041,-0.015988,0.030236,0.019768,-0.0093035,-0.016868,-0.00025793
-0.0013704,-0.02466,-0.031228,0.017185,-0.010069,0.028547,0.029587,-0.012766,-0.0097716,-0.012186
-0.012131,-0.027339,-0.027771,0.012411,-0.010379,0.023871,0.031493,-0.0089514,-0.0071939,-0.0088174
-0.012311,-0.026415,-0.025949,0.013367,-0.01295,0.024172,0.036878,-0.0024996,-0.0038442,-0.0090795
-0.01399,-0.022888,-0.02158,0.013165,-0.015646,0.022221,0.041333,0.0022986,-0.0029275,-0.012525
-0.013176,-0.023991,-0.027487,0.012114,-0.016247,0.021417,0.036409,0.0057732,-0.0076189,-0.0092079
-0.0075048,-0.025929,-0.033103,0.01153,-0.016426,0.023764,0.015888,0.0022262,-0.016895,0.0064782
-0.0061025,-0.026816,-0.03285,0.014516,-0.011813,0.024758,0.023119,-0.0018254,-0.012863,0.01053
-0.0073689,-0.02598,-0.029261,0.014834,-0.0091674,0.024408,0.039953,0.0024251,-0.001788,-0.00013504
-0.006405,-0.027131,-0.029707,0.013616,-0.0084334,0.022502,0.031919,-0.0023549,0.0016387,-5.6835e-06
-0.0027589,-0.02915,-0.030893,0.011528,0.0037505,0.027419,0.014528,-0.0087445,0.0093638,0.0070276
0.0053368,-0.027174,-0.030961,0.015994,0.0046735,0.038542,0.0020948,0.0002964,0.013733,0.018979
0.014887,-0.017937,-0.02778,0.017871,-0.0028601,0.033848,0.0039162,0.0096011,0.009846,0.028926
0.017369,-0.015896,-0.026579,0.017233,-0.0018694,0.030615,0.0049517,0.0090631,0.011364,0.032683
0.017788,-0.013951,-0.026488,0.018677,-0.0031274,0.031727,0.0044664,0.0098557,0.011427,0.0331
0.017952,-0.014235,-0.024169,0.021858,-0.0034362,0.036199,0.0034238,0.0099615,0.013362,0.032714
0.018732,-0.014799,-0.018258,0.02367,-0.0027862,0.037554,0.0041944,0.012461,0.015458,0.028355
0.026187,-0.0090507,-0.012027,0.022374,-0.0061462,0.023102,0.003266,0.025193,0.022271,0.015898
0.026524,-0.0057766,-0.013941,0.018067,-0.0076439,0.012944,0.00078318,0.026971,0.027521,0.01734
0.023283,-0.0068794,-0.015083,0.025414,-0.012262,0.021933,-0.01017,0.027691,0.022081,0.015598
-0.0055876,-0.034984,-0.033196,-0.017393,0.011673,-0.0027387,0.018049,-0.022152,0.00036006,-0.00073293
-0.005156,-0.035375,-0.033453,-0.017081,0.011351,-0.0022684,0.017157,-0.02137,-0.00012994,-0.0011874
-0.0054692,-0.03594,-0.033136,-0.017022,0.010194,-0.00071876,0.015227,-0.021337,0.0015261,-0.0037342
-0.0048715,-0.036149,-0.032885,-0.016897,0.0087816,-0.00080102,0.015376,-0.018403,0.0043816,-0.0056987
-0.0041765,-0.035506,-0.03397,-0.017479,0.0083436,-0.003366,0.017377,-0.016745,0.0030472,-0.0024348
-0.0062126,-0.035967,-0.034485,-0.017544,0.0063814,-0.0031257,0.016459,-0.016338,-0.002137,-0.0019361
-0.0093987,-0.033644,-0.035379,-0.019746,0.0041175,-0.0061797,0.0084801,-0.0077677,0.00038848,-0.0019684
-0.015573,-0.032801,-0.033614,-0.019475,-0.0043802,-0.0064926,0.0072835,0.0014554,0.0050913,-0.0099992
-0.020496,-0.029975,-0.028364,-0.018371,-0.013115,-0.0089714,0.01292,0.0070106,0.010659,-0.018971
-0.023189,-0.027629,-0.026445,-0.014745,-0.012471,-0.010767,0.011616,0.0089753,0.012065,-0.021261
-0.026199,-0.022684,-0.024659,-0.0094175,-0.019831,-0.011442,0.016272,0.012391,0.010728,-0.016906
-0.026941,-0.015673,-0.023579,-0.0047172,-0.024464,-0.0065798,0.01525,0.020105,0.00082596,-0.004142
-0.025,-0.0099352,-0.019792,0.0054179,-0.033148,-0.0042622,0.0069124,0.027273,-0.0078482,0.00047297
-0.025497,-0.0016706,-0.017007,0.01219,-0.038534,-0.0087615,0.0050993,0.025803,-0.015768,-0.010986
-0.025258,0.0022917,-0.013354,0.013338,-0.038996,-0.013877,0.0061013,0.023386,-0.016257,-0.021071
-0.023283,0.00025535,-0.015858,0.010999,-0.036764,-0.021266,-0.00075501,0.022575,-0.019989,-0.022354
-0.018983,-0.0011002,-0.017094,0.0019682,-0.033181,-0.014956,-0.020916,0.024336,-0.01994,-0.014605
-0.018525,0.0017991,-0.011294,0.0049118,-0.03352,-0.0085229,-0.024757,0.033713,-0.020256,-0.012808
-0.019347,0.0043661,-0.0077911,0.0079408,-0.042963,-0.0072926,-0.020778,0.031907,-0.013677,-0.014242
